Date/Time,THERMAL ZONE 1 THERMAL ZONE:Zone Mean Air Temperature [C](Hourly),THERMAL ZONE 2 THERMAL ZONE:Zone Mean Air Temperature [C](Hourly),THERMAL ZONE 3 THERMAL ZONE:Zone Mean Air Temperature [C](Hourly),THERMAL ZONE 4 THERMAL ZONE:Zone Mean Air Temperature [C](Hourly),THERMAL ZONE 5 THERMAL ZONE:Zone Mean Air Temperature [C](Hourly),THERMAL ZONE 6 THERMAL ZONE:Zone Mean Air Temperature [C](Hourly),THERMAL ZONE 1 THERMAL ZONE:AFN Zone Infiltration Air Change Rate [ach](Hourly),THERMAL ZONE 2 THERMAL ZONE:AFN Zone Infiltration Air Change Rate [ach](Hourly),THERMAL ZONE 3 THERMAL ZONE:AFN Zone Infiltration Air Change Rate [ach](Hourly),THERMAL ZONE 4 THERMAL ZONE:AFN Zone Infiltration Air Change Rate [ach](Hourly),THERMAL ZONE 5 THERMAL ZONE:AFN Zone Infiltration Air Change Rate [ach](Hourly),THERMAL ZONE 6 THERMAL ZONE:AFN Zone Infiltration Air Change Rate [ach](Hourly),Whole Building:Facility Total HVAC Electric Demand Power [W](Hourly),CV ELEC RHT COIL:Heating Coil Electric Energy [J](Hourly),CV ELEC RHT COIL 1:Heating Coil Electric Energy [J](Hourly),CV ELEC RHT COIL 2:Heating Coil Electric Energy [J](Hourly),CV ELEC RHT COIL 3:Heating Coil Electric Energy [J](Hourly),CV ELEC RHT COIL 4:Heating Coil Electric Energy [J](Hourly),CV ELEC RHT COIL 5:Heating Coil Electric Energy [J](Hourly),COIL COOLING WATER 1:Cooling Coil Total Cooling Energy [J](Hourly),COIL COOLING WATER 2:Cooling Coil Total Cooling Energy [J](Hourly),COIL COOLING WATER 3:Cooling Coil Total Cooling Energy [J](Hourly),COIL COOLING WATER 4:Cooling Coil Total Cooling Energy [J](Hourly),COIL COOLING WATER 5:Cooling Coil Total Cooling Energy [J](Hourly),COIL COOLING WATER 6:Cooling Coil Total Cooling Energy [J](Hourly),FAN VARIABLE VOLUME 1:Fan Electric Energy [J](Hourly),FAN VARIABLE VOLUME 2:Fan Electric Energy [J](Hourly),FAN VARIABLE VOLUME 3:Fan Electric Energy [J](Hourly),FAN VARIABLE VOLUME 4:Fan Electric Energy [J](Hourly),FAN VARIABLE VOLUME 5:Fan Electric Energy [J](Hourly),FAN VARIABLE VOLUME 6:Fan Electric Energy [J](Hourly),CHILLER - WATER COOLED:Chiller Electric Energy [J](Hourly),PUMP VARIABLE SPEED 1:Pump Electric Energy [J](Hourly) 
 03/04  20:00:00,18.180006439090517,18.179989165740094,18.8588243122239,19.58019658774801,18.180002450477589,18.384352863098923,0.25544145027002987,0.25141508602041687,0.0,0.0,0.1620983179106652,0.6774416847972331,46911.55215437205,32211919.79978109,16733045.436195247,0.0,0.0,21103124.95721282,136773.98801906385,92971283.00586342,53090809.43510401,20522051.52070539,8746040.866541733,59442875.5418325,59382094.32344058,9833427.516610189,4561823.570410369,1586868.1485596379,750477.7605017049,6323558.622847754,6130215.8949700989,66755794.95567522,2754557.1049561577 
 03/04  21:00:00,18.180006152352079,18.180012002904058,18.779270721531519,19.42150173261299,18.180000297328229,18.180000758130068,0.25130116464381349,0.21584142717733474,0.0,0.0,0.13945438326897104,0.6488129289569055,51327.9974316187,37065393.79792795,19459258.00161188,0.0,0.0,24971200.706173239,4903472.429263947,90923080.12525927,49308659.59614213,18621810.018142079,8385575.764279705,58220291.36069621,56506341.80803287,9833427.516610189,4561823.570410369,1586868.1485596379,750477.7605017049,6323558.622847754,6130215.8949700989,66598162.98350724,2596931.321443312 
 03/04  22:00:00,18.1800085813475,18.180002289110076,18.701767177385365,19.26754889364451,18.17999871243965,18.179999354722516,0.23211022286625256,0.21675763354996242,0.0,0.0,0.14002367058677338,0.611675939307017,54686.97368554391,40662736.735931869,21064313.468349734,0.0,0.0,27174844.83252967,9683913.712716174,89716810.54024278,46596418.12036872,17259874.28542605,8394814.875161596,57345631.71702535,55639795.96093795,9833427.516610189,4561823.570410369,1586868.1485596379,750477.7605017049,6323558.622847754,6130215.8949700989,66598162.983507249,2502762.0210235847 
 03/04  23:00:00,16.820139543210403,16.61051610578273,16.875653562663286,19.132743019307566,15.934079169526238,16.733571070940749,0.27366145457040177,0.26827377219595086,0.0,0.0,0.17637076160423899,0.7107108259631876,27203.573610647065,0.0,0.0,0.0,0.0,0.0,0.0,77150907.44625741,43986118.49896531,16614445.394375477,8283760.701205243,40687396.45257504,45156535.4963791,9833427.516610189,4561823.570410369,1586868.1485596379,750477.7605017049,6323558.622847754,6130215.8949700989,66598162.98350723,2148330.5009224379 
 03/04  24:00:00,16.391088907136078,16.157931508284674,16.12084881621754,18.95074130878558,15.229496225995695,16.29317991935079,0.330843432715151,0.32340706470269656,0.0,0.0,0.2127814831316061,0.8574275890476809,27155.64724161891,0.0,0.0,0.0,0.0,0.0,0.0,68601222.73019897,41507161.10357839,16610144.753418953,7984024.63536272,34590695.04678053,41457459.68662152,9833427.516610189,4561823.570410369,1586868.1485596379,750477.7605017049,6323558.622847754,6130215.8949700989,66598162.98350723,1975795.572421077 
 03/05  01:00:00,16.24401359930324,15.978489055452292,15.843963142782496,18.75205020291756,15.03319627291975,15.896886370284529,0.3507417963513244,0.30697287641423978,0.0,0.0,0.203351548022908,0.6164706341038375,27178.94005627085,0.0,0.0,0.0,0.0,0.0,0.0,71386119.30517254,45068795.25360578,18568534.93184522,8259527.248595005,34603547.47510644,40948956.839310888,9833427.516610189,4561823.570410369,1586868.1485596379,750477.7605017049,6323558.622847754,6130215.8949700989,66598162.98350724,2059649.7051680464 
 03/05  02:00:00,15.91959330516637,15.6598591104309,15.64936803507673,18.560485123152014,14.723705938477753,15.43413957946249,0.24897865168504763,0.11243269165811647,0.0,0.0,0.06354007759470877,0.8178830183373874,27110.34305087731,0.0,0.0,0.0,0.0,0.0,0.0,64060624.96412598,35103939.06373274,13779975.898522878,7207622.615938012,29521334.29087655,38877083.75693652,9833427.516610189,4561823.570410369,1586868.1485596379,750477.7605017049,6323558.622847754,6130215.8949700989,66598162.98350724,1812700.4857512904 
 03/05  03:00:00,15.652552333513068,15.438628514241078,15.492523331463076,18.375241583561587,14.525631605028874,14.933363375935582,0.26096718519666159,0.17466884773067643,0.0,0.0,0.10612732889701678,0.7426700358964846,23840.908764615906,0.0,0.0,0.0,0.0,0.0,0.0,48563086.35993248,16213847.050586107,4651667.200077151,5247559.888231734,21418515.323996433,25598407.45907584,9833427.516610189,4561823.570410369,1586868.1485596379,750477.7605017049,6323558.622847754,6130215.8949700989,55429895.920979749,1211004.117737744 
 03/05  04:00:00,15.491078114518757,15.289253054878103,15.359477810744443,18.20000608206535,14.382727517245915,14.657727671283695,0.22127348655300417,0.15671852993887559,0.0,0.0,0.09503203147962881,0.5652728086331793,20391.14995965234,0.0,0.0,0.0,0.0,0.0,0.0,41033084.360651049,9219395.166591477,1411153.6455988147,4112266.243100013,18279554.491763519,19717145.212270649,9833427.516610189,4561823.570410369,1586868.1485596379,750477.7605017049,6323558.622847754,6130215.8949700989,43233950.31899757,987818.0218511004 
 03/05  05:00:00,15.323183053170709,15.126161555735603,15.05689691546541,18.044616091294527,14.273270393042936,14.40846193893581,0.22546855067576306,0.19147738287818939,0.0,0.0,0.11969580612144919,0.5020651334870401,18143.73662830163,0.0,0.0,0.0,0.0,795872.9889158158,68956.72643440578,35733826.96217105,2812684.044134215,2115.7509995716973,3402914.837228199,15411200.1243818,15918069.313789273,9833427.516610189,4561823.570410369,1586868.1485596379,750477.7605017049,6323558.622847754,6130215.8949700989,34397683.02206799,868567.6105679242 
 03/05  06:00:00,15.17677461053751,14.879112643206307,14.564359667060553,17.902727502410604,14.260009114586615,14.260092805751692,0.20522651799796116,0.21273362501143779,0.0,0.0,0.13600489808076494,0.38259015760415568,17579.60496610722,0.0,0.0,0.0,0.0,2595082.433396238,783981.8884851367,32036014.25301865,0.0,0.0,2972060.50023167,14158576.764438469,13602811.106682999,9833427.516610189,4561823.570410369,1586868.1485596379,750477.7605017049,6323558.622847754,6130215.8949700989,29837849.5451717,883292.4970331695 
 03/05  07:00:00,15.149252452523465,14.81231264568751,14.400510030709168,17.77249320530496,14.260006726724467,14.260187030010105,0.17282384998149237,0.16387030890601357,0.0,0.0,0.10427856396095778,0.28471910053624746,17608.25850395484,0.0,0.0,0.0,0.0,3041634.976041159,1034456.7418909511,31681284.6688102,0.0,0.0,2886717.181022394,14146539.54344526,13594268.8751724,9833427.516610189,4561823.570410369,1586868.1485596379,750477.7605017049,6323558.622847754,6130215.8949700989,29127743.401542017,999523.980863544 
 03/05  08:00:00,15.40188265397099,14.86202251353588,14.298385281854113,17.66616201015365,14.26000238723706,14.44850328863728,0.17305949056629847,0.13755313994921876,0.0,0.0,0.08551563341367355,0.3047529285784925,17486.35896651706,0.0,0.0,0.0,0.0,2010632.4930621968,211118.9233728477,34303444.92898263,0.0,0.0,2816808.599263257,14139378.043599904,14838252.866745152,9833427.516610189,4561823.570410369,1586868.1485596379,750477.7605017049,6323558.622847754,6130215.8949700989,30421121.814112247,1121647.535014356 
 03/05  09:00:00,18.017220905463849,17.931528119036483,16.82235127419871,17.710809170898185,17.58368917782737,18.01859175407075,0.18383087108237476,0.1791747270202398,0.0,0.0,0.11373451170378546,0.19091652021080669,83050.12709721852,67713335.91290161,37439863.56951946,5961534.261885291,147299.11466093624,47771242.11591219,44679196.27423435,64180585.501007858,4755160.83653083,0.0,2837031.9817433299,38490355.82131655,40440539.574547898,9833427.516610189,4561823.570410369,1586868.1485596377,750477.7605017049,6323558.622847754,6130215.8949700989,63696748.88683365,2384865.9001393786 
 03/05  10:00:00,18.180017187343993,18.18002453260744,18.12915769029536,17.912736564426745,18.180012537695114,18.180003194230968,0.2390105433248086,0.21133034994271489,0.0,0.0,0.13668056780999769,0.4210366953641177,63481.20469921606,41023272.16617831,26619082.49916304,4298908.215815848,147299.11466093624,34956679.24469673,23125393.781086156,68173393.08369515,7987404.834970266,0.0,3216675.953795627,44633811.35340404,43040316.61750396,9833427.516610189,4561823.570410369,1586868.1485596379,750477.7605017049,6323558.622847754,6130215.8949700989,66598162.983507249,2577167.3981697785 
 03/05  11:00:00,18.18001638173842,18.180078474848594,18.18000480582652,18.20043716057322,18.18002776937181,18.24118739248724,0.2943885543115702,0.21804564660555598,0.0,0.0,0.14121345085351334,0.7008992492243421,48830.09705012269,21958044.44938729,21726576.3687659,674995.3311358423,58919.64586437452,29278727.043420879,3495505.2398437818,71522712.30411849,14138193.00920721,1087963.6680380048,4004088.024511597,46633475.66636588,45386620.29674365,9833427.516610189,4561823.570410369,1586868.1485596379,750477.7605017049,6323558.622847754,6130215.8949700989,66598162.98350723,2811046.804616613 
 03/05  12:00:00,18.180025260186424,18.180062256091114,18.225193802185279,18.49322876054691,18.18003420938328,18.506555757909199,0.2848677085897931,0.1602075730223365,0.0,0.0,0.10452445480608627,0.777745323643696,46829.94375305433,26641319.779591737,18122639.98314725,4129.462963698652,0.0,25064823.620025048,0.0,76339453.69415611,23008589.575882984,5451672.206953475,5064224.140805958,49508803.747781928,50164497.26578217,9833427.516610189,4561823.570410369,1586868.1485596379,750477.7605017049,6323558.622847754,6130215.8949700989,66598162.98350723,2970350.167860824 
 03/05  13:00:00,18.18002208343489,18.180052319820903,18.360185902508804,18.764224333051918,18.180032680601209,18.699816859708489,0.28646141838300578,0.104181758663801,0.0,0.0,0.06886668402716263,0.8884419351544752,43464.355652592065,22207584.747395368,14917190.65222391,0.0,0.0,21187805.283782394,0.0,79644941.07973576,29111438.681188674,8516380.860513939,5838514.06721968,51482482.76271317,53580204.782221067,9833427.516610189,4561823.570410369,1586868.1485596379,750477.7605017049,6323558.622847754,6130215.8949700989,66598162.98350724,2374565.168522753 
 03/05  14:00:00,18.180016156495947,18.180069189830797,18.475946562466385,18.98065052762996,18.18003991449757,18.72507047721429,0.2782612065868485,0.14442316250664387,0.0,0.0,0.0949510478721098,0.8285062733022295,39828.013753739026,13028144.683995419,13381477.338030829,0.0,0.0,19298901.113491976,0.0,81609833.10056912,32765538.350225513,10353181.576313828,6336237.616213987,52656494.59343117,54918279.996669869,9833427.516610189,4561823.570410369,1586868.1485596379,750477.7605017049,6323558.622847754,6130215.8949700989,66598162.98350723,1887791.880535261 
 03/05  15:00:00,18.1800059792837,18.180058239796805,18.58280030139003,19.141651069051276,18.18003384738711,18.871120032431148,0.2686680001160265,0.21525005287002467,0.0,0.0,0.14071342662222614,0.7644555029709246,35737.92388725747,4177123.9112152175,12347684.422646072,0.0,0.0,14388513.401572969,0.0,83613684.67166099,36511872.91481953,12237958.716898358,6807934.218422645,53851412.00475548,57113263.68079089,9833427.516610189,4561823.570410369,1586868.1485596379,750477.7605017049,6323558.622847754,6130215.8949700989,66598162.98350723,1958669.7612856343 
 03/05  16:00:00,18.18000076553874,18.18007327854621,18.68308635196853,19.28529725769591,18.286073832586724,19.089734806453813,0.2688477627062323,0.2941296390615114,0.0,0.0,0.1920288575636491,0.7625063504270688,30513.47180324885,436758.8483829041,10091095.57006345,0.0,0.0,1540283.115385016,0.0,84247521.93418902,37755543.87590956,12868017.052568932,7018087.673115606,54873285.41371594,59073717.050640638,9833427.516610189,4561823.570410369,1586868.1485596379,750477.7605017049,6323558.622847754,6130215.8949700989,66598162.98350724,1995826.4604574633 
 03/05  17:00:00,18.180007577176608,18.180020396311585,18.781892873213555,19.47357450721256,18.938406795385583,19.12613551819928,0.2778962892113738,0.2552602090132544,0.0,0.0,0.17134806962276123,0.782466186513082,29281.53217549135,4234658.537217899,3391681.6183368295,0.0,0.0,0.0,0.0,83391966.73324235,36299505.08599107,12144296.810160965,6988449.5475284899,59208943.96778093,58938844.50393344,9833427.516610189,4561823.570410369,1586868.1485596379,750477.7605017049,6323558.622847754,6130215.8949700989,66598162.98350723,2002641.1788070752 
 03/05  18:00:00,18.180020863616016,18.18141480906903,18.87239870091987,19.68832890643476,19.05883495686623,18.805085172744023,0.24821518391815507,0.16651582331996762,0.0,0.0,0.11604730031192964,0.6870927800902644,31618.025432242848,15303459.68029239,813177.0108719105,0.0,0.0,0.0,0.0,81223151.03812395,32416390.39703083,10197770.373008833,6736006.043020797,59177175.52351693,55443935.93695732,9833427.516610189,4561823.570410369,1586868.1485596379,750477.7605017049,6323558.622847754,6130215.8949700989,66598162.98350723,1923720.367502949 
 03/05  19:00:00,18.180046532328299,18.180049081462838,18.91828784895197,19.75065660699192,18.292910016042783,18.244564436548957,0.2597077588144062,0.2904768375564849,0.0,0.0,0.18991669313964158,0.6729453315116584,46688.07826488346,36625656.65729401,13782888.641175881,0.0,0.0,10931603.012770012,9215613.804438653,77723246.77252491,26053063.503927679,7007942.858476385,6150507.104589753,51394231.48718758,49261716.87199717,9833427.516610189,4561823.570410369,1586868.1485596379,750477.7605017049,6323558.622847754,6130215.8949700989,66598162.98350723,1736785.1404948766 
 03/05  20:00:00,18.180045472320626,18.18002948085953,18.86588458358746,19.623672676907569,18.180037613453089,18.180011560340487,0.2617397366077199,0.319082521472382,0.0,0.0,0.20704242366375315,0.6280981111923968,61739.21579414664,49622033.38504482,23594393.094139399,0.0,0.0,27337328.200301086,24345266.150778109,73661380.47115618,18655499.22253799,3297889.663541087,5341663.086293005,47895027.74446718,46261879.676448557,9833427.516610189,4561823.570410369,1586868.1485596379,750477.7605017049,6323558.622847754,6130215.8949700989,66598162.98350723,1577621.531257512 
 03/05  21:00:00,18.18003603816419,18.180033708397298,18.74187965426717,19.401561586383548,18.18002873660247,18.18000814596175,0.2034041761842036,0.20201749379926255,0.0,0.0,0.13123230620089916,0.3178683196145915,64914.48591810308,54185841.47891185,25867459.180940603,0.0,0.0,31290098.21119091,25113009.234411856,70378162.86943008,12655393.134553466,469299.6507324507,4608693.843222032,45933462.03128562,44325396.14056064,9833427.516610189,4561823.570410369,1586868.1485596379,750477.7605017049,6323558.622847754,6130215.8949700989,66598162.98350724,1451206.7023087736 
 03/05  22:00:00,18.180047103431276,18.180075365629418,18.33600798791598,19.19682281151998,18.18003672874355,18.180018929411664,0.239960544087009,0.23702678740214618,0.0,0.0,0.15370291918819743,0.401478661584144,70260.545848097,59834593.50968549,28479274.282292658,320960.1618526827,0.0,34779484.48534221,32378885.71407933,67681658.37829724,7720426.697080305,0.0,3990913.7348095497,44323025.90463711,42734777.17203048,9833427.516610189,4561823.570410369,1586868.1485596379,750477.7605017049,6323558.622847754,6130215.8949700989,66598162.98350723,1360232.402489864 
 03/05  23:00:00,16.254976209721457,15.951456377768315,16.25654273756342,19.030040826364627,15.660388856450448,15.713120434111016,0.274100080223834,0.3352900008777122,0.0,0.0,0.21542211946933038,0.6201990030382267,20733.812683568198,0.0,0.0,0.0,0.0,0.0,0.0,43882800.634055349,764396.5641317115,0.0,3374015.459671617,24703237.971834694,24134445.370456514,9833427.516610189,4561823.570410369,1586868.1485596379,750477.7605017049,6323558.622847754,6130215.8949700989,44611800.18657496,843553.9603708024 
 03/05  24:00:00,15.210406208784028,14.432851582104487,14.812720077300444,18.787996707121118,14.390474668610186,14.36481924561337,0.29977409257145157,0.3535775447855623,0.0,0.0,0.22830830256716604,0.7159954101974285,16624.98243693912,0.0,711847.7227294067,0.0,0.0,165957.41661904049,2902464.466637436,28882474.67029524,0.0,0.0,2857439.84204298,13075124.998260409,12334862.445104389,9833427.516610189,4561823.570410369,1586868.1485596379,750477.7605017049,6323558.622847754,6130215.8949700989,26348725.085322698,534570.5677724984 
 03/06  01:00:00,14.864699597920673,14.260003792092843,14.285578407012228,18.45374038199855,14.260001175585524,14.260001292746648,0.3394121307355518,0.31928830630638618,0.0,0.0,0.20639787681779329,0.7868307144055197,21317.266232749353,0.0,7358246.973664113,2045495.9972467032,0.0,3530225.3720389704,13028220.036338522,22798316.87130462,0.0,0.0,2288819.5209976329,10762187.174564945,10242742.487773419,9833427.516610189,4561823.570410369,1586868.1485596379,750477.7605017049,6323558.622847754,6130215.8949700989,21150701.44232271,442897.10238690968 
 03/06  02:00:00,14.643686110973558,14.260010362308055,14.19290824879315,18.128304674484828,14.260000843004339,14.259999779892379,0.31676974999286669,0.33779239442265227,0.0,0.0,0.2181179675014203,0.669444479338071,25690.425333752886,0.0,15460605.56748131,5683338.219871599,0.0,7273803.046321584,17543895.21765371,17522633.28839057,0.0,0.0,1596126.702798641,9156367.644487866,8651844.10941358,9833427.516610189,4561823.570410369,1586868.1485596379,750477.7605017049,6323558.622847754,6130215.8949700989,16973479.576735997,364038.05954643795 
 03/06  03:00:00,14.474058436067825,14.260017861010664,13.762833646182353,17.867012442105297,14.260000719478488,14.260000007662871,0.30530640347069129,0.3599733732697993,0.0,0.0,0.23237800242100885,0.5986298780735194,28203.524638068426,0.0,21595457.816452736,5961534.261885291,0.0,10065399.432778318,20660761.90395358,13503081.308387349,0.0,0.0,1059951.4677024019,7934711.421830498,7441459.253523106,9833427.516610189,4561823.570410369,1586868.1485596379,750477.7605017049,6323558.622847754,6130215.8949700989,13761601.754280335,301562.0137963219 
 03/06  04:00:00,14.318004033063499,14.259990382610932,13.277090593695684,17.660446360475384,14.259997265765766,14.259995244411837,0.30435394976389437,0.32621887818263847,0.0,0.0,0.2104667647570407,0.5668839943018027,30101.70670005126,172563.54575547944,26640635.65739168,5961534.261885291,0.0,11535421.01188212,24019884.19460891,9586813.040851498,0.0,0.0,546693.8182512758,6674485.659323641,6192694.642445596,9833427.516610189,4561823.570410369,1586868.1485596379,750477.7605017049,6323558.622847754,6130215.8949700989,10612976.929348872,236757.0054124766 
 03/06  05:00:00,14.2600007401031,14.2600292853286,12.760364568532213,17.489083254486429,14.259997752041475,14.259997053602192,0.3148274551967706,0.3094739049054086,0.0,0.0,0.19953276412445573,0.5800033061404244,33380.85161545252,3674518.9330129895,31633196.778117718,5961534.261885291,0.0,12998765.560950552,28539241.49181011,6791331.9931924999,0.0,0.0,85438.12071790037,5453521.768754284,4983154.803384515,9833427.516610189,4561823.570410369,1586868.1485596379,750477.7605017049,6323558.622847754,6130215.8949700989,7995870.532389958,181566.7435626911 
 03/06  06:00:00,14.260001755568169,14.260035979400826,12.293144199324228,17.279601512586717,14.259999600641639,14.259999979307537,0.3057943343754615,0.33028200067503418,0.0,0.0,0.21310114222095492,0.4903981160695953,35697.41657669066,6599759.294623462,37334984.609554629,5961534.261885291,0.0,15039861.89418509,28407366.741008019,4684512.319890861,0.0,0.0,0.0,4196717.580035716,3737084.9515208669,9833427.516610189,4561823.570410369,1586868.1485596379,750477.7605017049,6323558.622847754,6130215.8949700989,5846312.814482525,134508.5464475984 
 03/06  07:00:00,14.260001906665125,14.26006479941473,11.811307914419328,17.02588769468324,14.260002091304865,14.260002357819067,0.23264591093198223,0.2752857496973827,0.0,0.0,0.17764794007807839,0.24400578755704414,33511.384195863866,5235394.3827347899,40820069.90415392,5961534.261885291,0.0,15200802.614734576,20222568.59987445,2768162.5715431517,0.0,0.0,0.0,3054172.4961155608,2604447.7604113488,9833427.516610189,4561823.570410369,1586868.1485596379,750477.7605017049,6323558.622847754,6130215.8949700989,3922877.4420928217,91364.38573431355 
 03/06  08:00:00,14.610098002274047,14.26002323171725,11.533183840724633,16.832080772313039,14.260000736659729,14.279373260835192,0.2088460938042643,0.2613279477318606,0.0,0.0,0.1686964063429042,0.21438863224632186,28561.222038399243,169991.11268458086,41043743.66416186,5961534.261885291,0.0,14157224.51357121,7299750.006864558,5709177.0790280629,0.0,0.0,0.0,2707115.3576952109,2336771.5675457667,9833427.516610189,4561823.570410369,1586868.1485596379,750477.7605017049,6323558.622847754,6130215.8949700989,4887023.755832822,114760.50933719255 
 03/06  09:00:00,17.95276528354363,16.07981437901909,13.298321309144433,16.909411485736319,17.443612620826575,18.0056635304053,0.2337783026142468,0.3341878105305124,0.0,0.0,0.22312374904295607,0.23845383957881043,80297.37696501307,58805328.74627916,57590088.53284986,5961534.261885291,147299.11466093624,57041291.19596776,35235591.27797218,45868172.07444456,0.0,0.0,0.0,26907572.103654375,30025756.114680724,9833427.516610189,4561823.570410369,1586868.1485596377,750477.7605017049,6323558.622847754,6130215.8949700989,44222676.82225424,880375.6082778673 
 03/06  10:00:00,18.180004185004877,17.893130424419434,14.957264430837223,17.337859073699407,18.18000520347633,18.601379054999275,0.1851684447479785,0.2840957619171686,0.0,0.0,0.18527337459411964,0.2401932633847018,56170.436613137404,12568594.117632276,51501198.13675982,5961534.261885291,147299.11466093624,43267938.30596629,73049.279187529,54808818.34030354,0.0,0.0,507595.3894568349,36635747.01982805,37851008.721648167,9833427.516610189,4561823.570410369,1586868.1485596379,750477.7605017049,6323558.622847754,6130215.8949700989,58426781.83281984,1080805.244482911 
 03/06  11:00:00,18.180003840733744,18.18002426278968,16.749429663522734,17.791098871875787,18.18000426570819,19.561451489401916,0.1852354093895327,0.16059857992022506,0.0,0.0,0.10368828942386044,0.19852582947853462,49566.982613423126,12297600.009983425,29578511.32788595,5961534.261885291,147299.11466093624,33705609.87696645,0.0,62432960.16445505,1081697.592711824,0.0,2143947.1226512829,41185018.34046425,49412676.76035644,9833427.516610189,4561823.570410369,1586868.1485596379,750477.7605017049,6323558.622847754,6130215.8949700989,66293976.66843915,1270234.6346022846 
 03/06  12:00:00,18.180011691377506,18.18003927925257,18.12547712368321,18.231417127096358,18.18001060727263,19.897246977547398,0.15043975431056784,0.09223830109218433,0.0,0.0,0.05949260809858331,0.12739105577015009,48377.746059447854,25063294.68391927,21152429.30776234,3158064.3804185849,51554.690131327705,27485561.557554429,0.0,68444048.13115606,9144064.579260903,14578.317634687377,3509166.86513405,44771928.61171301,55625385.18844628,9833427.516610189,4561823.570410369,1586868.1485596379,750477.7605017049,6323558.622847754,6130215.8949700989,66598162.98350724,1464446.6968193146 
 03/06  13:00:00,18.18001257031236,18.180035618398486,18.190414419725049,18.606114781451266,18.180014495135127,19.59287989375119,0.08517941597109671,0.06112011975829938,0.0,0.0,0.040148970646420759,0.26380969126953476,43840.7202194126,20600487.263643154,16990658.792460383,127078.8003455807,0.0,22700864.17639664,0.0,73128690.12795028,17734379.733142727,2836036.1150583827,4594366.350675451,47566929.25102665,56343098.163944628,9833427.516610189,4561823.570410369,1586868.1485596379,750477.7605017049,6323558.622847754,6130215.8949700989,66598162.983507249,1622969.2596326248 
 03/06  14:00:00,18.180005714461684,18.180017232908143,18.32167075726705,18.894477825636533,18.180011261357568,19.38017915643345,0.06265437261096853,0.046816877612609348,0.0,0.0,0.03122666089059471,0.19151400076042147,39055.499068060904,9555100.580174517,14055258.06184563,0.0,0.0,19418505.867872325,0.0,77866706.67630044,26426457.521081889,7197916.734628281,5636647.83429084,50392852.17793324,57506575.692925248,9833427.516610189,4561823.570410369,1586868.1485596379,750477.7605017049,6323558.622847754,6130215.8949700989,66598162.98350724,1786397.6377198057 
 03/06  15:00:00,18.181947820661244,18.180009416848976,18.48347518351514,19.110619434727693,18.180005473060246,19.37388837011008,0.09576086808180039,0.06407830304740249,0.0,0.0,0.04088835540146178,0.16491512421497363,34820.057420119774,1488915.319940519,12515728.226236409,0.0,0.0,13658104.457480777,0.0,81271371.34158705,32644814.418071324,10317585.773228964,6387976.474716055,52415998.78696086,59420360.01037011,9833427.516610189,4561823.570410369,1586868.1485596379,750477.7605017049,6323558.622847754,6130215.8949700989,66598162.98350724,1904924.211366433 
 03/06  16:00:00,18.27885456485814,18.180007191524884,18.630916271218774,19.300701715237844,18.381537689491585,19.50372974518516,0.09716162041021834,0.06112346908246038,0.0,0.0,0.04152763132071578,0.22295472592912286,30086.206903614475,0.0,9626908.373028469,0.0,0.0,880598.1502818024,0.0,85017481.01419828,37586386.70128626,12796326.198694332,6995017.191052736,55302393.23473088,61868966.01856861,9833427.516610189,4561823.570410369,1586868.1485596379,750477.7605017049,6323558.622847754,6130215.8949700989,66598162.98350723,2018303.8322948015 
 03/06  17:00:00,18.264398559969505,18.187254286695095,18.777447319695534,19.539567934160425,19.246392130846095,19.639783235784987,0.08551829102833728,0.05989040208833742,0.0,0.0,0.03967525229001541,0.16510047171408058,27849.79407098288,580919.5114886931,1802660.713038066,0.0,0.0,0.0,0.0,85655775.70918553,38760438.867061819,13380218.239299646,7257680.400864583,62192255.14001029,63370475.89702217,9833427.516610189,4561823.570410369,1586868.1485596379,750477.7605017049,6323558.622847754,6130215.8949700989,66598162.98350724,2091143.9336045788 
 03/06  18:00:00,18.180005288790306,18.23840065234735,18.913600484316068,19.8127376809698,19.224619920451834,19.297330465438699,0.13128372965419406,0.12115586119571045,0.0,0.0,0.06937498095087673,0.17770726597090523,30280.18732658191,10779900.916799417,391003.31284613246,0.0,0.0,0.0,0.0,84014479.03595802,37805091.79231439,12845122.797662717,7322219.534031326,62133398.69840158,60704858.3869827,9833427.516610189,4561823.570410369,1586868.1485596379,750477.7605017049,6323558.622847754,6130215.8949700989,66598162.98350723,2053235.6486423047 
 03/06  19:00:00,18.18001209250596,18.180010703457,18.990039473077905,19.907709412775025,18.309849046607075,18.48629290416132,0.15384512155353498,0.13771182220962503,0.0,0.0,0.08728658495716096,0.2853164516925937,41958.23057733127,30642192.56712497,12181801.934546635,0.0,0.0,9138258.547299898,1407654.39168302,81838916.15751204,33686224.80599034,10838411.969980944,6994995.280786256,53992758.061630267,53628234.4800303,9833427.516610189,4561823.570410369,1586868.1485596379,750477.7605017049,6323558.622847754,6130215.8949700989,66598162.98350724,1895188.1403310269 
